texto,fecha,usuario
"rt @todomejorqenada: un francés no vacunado es un señor que ha pagado la vacuna a un francés vacunado para que pueda contagiar  la covid en los sitios en los que a él no le permiten entrar sin soltar 50 euros.
sí, eso está ocurriendo en el país donde pasó una cosa muy gorda en 1789.",2021-10-16 11:38:49 UTC,Felonaprision
"rt @josetorohardy: sociedad venezolna de infectología: ""consideramos que los candidatos a vacuna abdala y soberana 2 no deben ser administradas como parte de un esquema de vacunación masiva mientras no cumplan con los requisitos de aval científico correspondiente”",2021-10-16 11:38:49 UTC,AnaTeresaPache2
"rt @piacostar: el malabar mental y verbal que hacen algunos ""libertarios"" para cuestionar la prohibición de ingresar a un lugar sin vacuna. si todo lo ven ""atentado contra su libertad"", ahorita me salen con que el semáforo en rojo les restringe el libre tránsito 🙄.",2021-10-16 11:38:42 UTC,sm33chalamet
"rt @msaludpy: aplicarán #terceradosis anticovid a personal de salud y personas de 50 años en adelante

quienes hayan recibido su segunda dosis hasta el 30 de abril, podrán acceder a la tercera dosis de la vacuna contra #covid19.

➕ℹ️ https://t.co/xfwame8hdh https://t.co/oy510acivj",2021-10-16 11:38:42 UTC,Jackiebenz
@anamapapers__ que les pasa? efecto vacuna 🤔🤨,2021-10-16 11:38:35 UTC,Paly_33
"la médico del instituto hondureño de seguridad social (ihss), cinthia chicas, señaló que esta institución como un ente responsable de cuidar la salud del pueblo hondureño, solo aplicaría la tercera... https://t.co/nz4x0pp6j9 #covid19 #ihss #vacuna",2021-10-16 11:38:32 UTC,LaTribunahn
rt @drtenz: que diferencia tener covid con y sin vacuna... sin vacuna : 12 dias de fiebre. 28 dias de sintomas.  2 meses de reposo.. con vacuna : cansancio. perdida de olfato. listo.. casi ni me doy cuenta. a seguirnos cuidando ! #medicosviadm #kaiser,2021-10-16 11:38:32 UTC,CCMYSVENEZOLANA
"rt @jesusrcuevas: se firmó el acuerdo entre @birmex y el fondo ruso de inversión directa para envasar en méxico la vacuna sputnik v, con lo que se amplían los recursos de protección contra #covid19 para la población. 
al mismo tiempo, esta resolución fortalece la relación entre ambas naciones.",2021-10-16 11:38:26 UTC,sepulveda_norma
rt @osvwal: llegaron 500 mil dosis del segundo componente de sputnik v desde rusia https://t.co/2on2s1urkt,2021-10-16 11:38:25 UTC,MariaCr88584403
"rt @_elinvestigador: 🔴 graban a un alto cargo de ""libertad digital""  confirmando que la famosa periodista española elia rodríguez murió el mismo día de vacunarse.

el mismo día:
1. se vacuna.
2. se empieza a encontrar mal después de la vacuna.
3. muere en casa.

seguir leyendo: 👇",2021-10-16 11:38:23 UTC,AbrahamFariasG
"rt @larepublica_pe: 🚨#urgente | perú está a 1 % de inmunizar con dos dosis a la mitad de su población objetivo

hasta el momento, 13 697 249 ciudadanos han recibido ambas inoculaciones de la vacuna contra el coronavirus.
https://t.co/2uwf4mbyc1",2021-10-16 11:38:23 UTC,adrianf_leon
rt @lordmyku: en 6 meses ya van a aplicar una tercera dosis de la vacuna. esta locura no tiene fin.,2021-10-16 11:38:22 UTC,gugagogi
rt @drtenz: que diferencia tener covid con y sin vacuna... sin vacuna : 12 dias de fiebre. 28 dias de sintomas.  2 meses de reposo.. con vacuna : cansancio. perdida de olfato. listo.. casi ni me doy cuenta. a seguirnos cuidando ! #medicosviadm #kaiser,2021-10-16 11:38:19 UTC,Chellss9
rt @tu_oftalmologo1: hola buenas tardes 👋🏻! feliz viernes ☺️..ya mucho mejor. más tranquilo. (gracias a la vacuna) de verdad mis síntomas fueron leves.gracias a mi pana y colega @drtenz por su ayuda y apoyo siempre ! y mi grupo y familia de #medicosviadm . si dios quiere ya el lunes activo en todo!,2021-10-16 11:38:12 UTC,evamenliz
"rt @cesargarp: terrible lo qué pasa, ahora van a casa a poner la vacuna! https://t.co/mmshm9i5v6",2021-10-16 11:38:12 UTC,MaryJoe13305598
"rt @piacostar: el malabar mental y verbal que hacen algunos ""libertarios"" para cuestionar la prohibición de ingresar a un lugar sin vacuna. si todo lo ven ""atentado contra su libertad"", ahorita me salen con que el semáforo en rojo les restringe el libre tránsito 🙄.",2021-10-16 11:38:06 UTC,RICHARD31146115
rt @jmanalich: estados unidos reconoce sinovac como una vacuna válida para ingresar al país.,2021-10-16 11:37:54 UTC,cibertrader
"@kingdom_gfent trad es🍃

[mujin👑]

2da vacuna para sobrevivir completa🔥

#kingdom #킹덤 #mujin #무진 https://t.co/rgyaoereeh",2021-10-16 11:37:52 UTC,Mrs_son24
"rt @vega_ts: enjuanes, sobre la vacuna intranasal que aspira a ser neutralizante:

""la vacuna podría estar a finales del año que viene, pero dependerá de cómo vaya la marcha de todo lo demás.""

https://t.co/3xnqpzdf3p https://t.co/abm6pmnick",2021-10-16 11:37:46 UTC,mjhernandez_m
"rt @bbcmundo: la sputnik v fue la primera vacuna autorizada contra el covid-19, pero ahora solamente 31% de los rusos están completamente vacunados.
https://t.co/fi8wfbfdno",2021-10-16 11:37:46 UTC,NelsonAlcala10
"rt @restargaryen: chicos que la inmunidad no da inmediatamente después de ponerse la vacuna, hay que esperar 28 días.

oigan que no es tanto, denle tranqui, ya vivieron año y medio sin antros. nadie quiere otra navidad en semaforo rojo.",2021-10-16 11:37:45 UTC,Dan_ifp
rt @jmanalich: estados unidos reconoce sinovac como una vacuna válida para ingresar al país.,2021-10-16 11:37:45 UTC,PiedadRobert
"rt @cansinobio: recordatorio: notificamos de un refuerzo que multiplica los anticuerpos x8, sin embargo, nuestra vacuna continúa siendo unidosis. tu cuerpo mantiene la inmunidad humoral.",2021-10-16 11:37:45 UTC,Aykarlydiez
rt @forostelecinco: después de poner su penosa vacuna contra el covid a medio mundo... https://t.co/r4rj5e8dkh,2021-10-16 11:37:41 UTC,AbaloneOrtega
"rt @santiag76854958: el dr. peter mccullough y otros médicos importantes demandan a la fda exigiendo los datos de la vacuna covid pfizer
https://t.co/ojxgkclcdl",2021-10-16 11:37:41 UTC,Jedominguezc
"rt @manhattan_2: perú también. sigue y sigue. india. algunos de ustedes son de la india. india ha aplastado su curva. ¡no aplastan su curva con la vacuna! aplasta tu curva con un tratamiento temprano. esta funcionando.""",2021-10-16 11:37:40 UTC,Ritelena1
"rt @medica_lara: reforzamiento de la vacuna #abdala para los colaboradores del cdi calicanto.
#acubaponlecorazón
#héroesdelasalud
#cubacoopera
#cubaporlavida
@cubacooperaven
@minsapcuba
@japortalmiranda
@pardoregla
@unidad_central
@medica_lara https://t.co/rxbfcfabnh",2021-10-16 11:37:39 UTC,Lisnayhernande1
@forostelecinco esto es de antes de la vacuna. son una mafia y actúan como tales.,2021-10-16 11:37:38 UTC,AbaloneOrtega
"@todoesposible52 @drtenz @orquideas111 5% es el porcentaje q puede complicarse y de ese grupo morir otro porcentaje. recuerde hay factores de riesgo de la persona, vacuna, transporte de la vacuna, etc.",2021-10-16 11:37:38 UTC,jumarvis
rt @gorka_orive: un nuevo estudio que confirma que la infección natural por sarscov2 más una dosis única de la vacuna de johnson &amp; johnson (janssen) genera una potente respuesta inmunitaria (inmunidad híbrida). https://t.co/eo2muhhwao https://t.co/eufodteowf,2021-10-16 11:37:36 UTC,felipiac
"rt @gorka_orive: las evidencias científicas sugieren que la inmunidad híbrida (infección + vacuna), generaría inmunidad neutralizante algo superior a la doble vacunación, y que las dosis de refuerzo podrías ser necesarias, tal y como se sabe ya para algunos grupos. https://t.co/3su2ylp5xo https://t.co/gqplkkrzru",2021-10-16 11:37:32 UTC,felipiac
"a 2 días de la dosis de refuerzo, ningún síntoma o malestar. quizás un poco de dolor de cabeza el jueves, pero por culpa del estrés, ni siquiera sé si es atribuible o no a la vacuna.",2021-10-16 11:37:32 UTC,GonzaloGC_
"rt @lapatriatwitera: hechos, no palabras ⚠️ 
magallanes, al 15 de sept : 
muertos con 1 dosis de  vacuna : 93
muertos con 2 dosis de  vacuna : 434
@gobiernodechile
@drenriqueparis @ispch https://t.co/6bqz3pl7rz",2021-10-16 11:37:31 UTC,LaPatriaTwitera
rt @dondeirweb: #notepierdas ¡el registro para menores de edad ya está disponible! ¿cuál será la vacuna que les tocará? te lo contamos todo aquí: https://t.co/olty0epamg https://t.co/pwdud1k3qp,2021-10-16 11:37:29 UTC,Hortehrdz
rt @drtenz: que diferencia tener covid con y sin vacuna... sin vacuna : 12 dias de fiebre. 28 dias de sintomas.  2 meses de reposo.. con vacuna : cansancio. perdida de olfato. listo.. casi ni me doy cuenta. a seguirnos cuidando ! #medicosviadm #kaiser,2021-10-16 11:37:28 UTC,Aldiaconoticias
"rt @libertaddoctora: @juanrod05935224 la vacuna sinopharm es a virus inactivo de las plataformas más conocidas y seguras, llevo meses la evaluación de la ministra junto a especialistas y anmat de los datos provistos por china y emiratos árabes que son quienes la usan hace bastante.",2021-10-16 11:37:26 UTC,Anaveli
"@tierraplana11 @luisnr02 la vacuna china disponible en rd no es arn.
ojo, que se vacúne el que quiera, no es que deba ser obligatorio.
....y sin embargo gira.",2021-10-16 11:37:23 UTC,librado_aguirre
rt @drtenz: que diferencia tener covid con y sin vacuna... sin vacuna : 12 dias de fiebre. 28 dias de sintomas.  2 meses de reposo.. con vacuna : cansancio. perdida de olfato. listo.. casi ni me doy cuenta. a seguirnos cuidando ! #medicosviadm #kaiser,2021-10-16 11:37:17 UTC,FlorLaRosa
"rt @aristeguionline: panel vota a favor de vacuna de refuerzo de j&amp;j contra covid-19 en eu
https://t.co/um4qotjiw5 https://t.co/dt10pwljey",2021-10-16 11:37:06 UTC,RMR22451272
rt @migpalomeque: @nacho79162 @carlavizzotti no hay estudios de fase 3 para niños de ninguna vacuna....ningunaaaaaaaaa,2021-10-16 11:37:06 UTC,Susana_1_1969
"rt @chejoel: repeat after me: la vacuna cansino funciona. si dejan o no entrar a un país por tener una y no otra no es una cuestión sanitaria, sino geopolítica y comercial.",2021-10-16 11:37:03 UTC,geralmeiry
"rt @sheltonclyde10: pandemia cov:

- reclusión
- vacuna

pandemia timo-climático

- desabastecimiento alimenticio
- cortes energéticos

16/10/2021",2021-10-16 11:36:57 UTC,jhos_e_returns
"rt @elheraldoco: 💉 las autoridades de salud recomendaron una dosis de refuerzo de la vacuna janssen para todos los adultos al menos dos meses después de la primera inyección.

https://t.co/q6jarsjpdb",2021-10-16 11:36:50 UTC,rembertomontes1
"rt @sarr7799: @sanidadgob los q hemos sido obligados a ponernos janssen, siendo perjudicados del resto de españoles, ¿cuando la segunda dosis de arnm?
¿vais a esperar a que muera gente por vuestra inacción?
quién no se quiera vacunar q no lo haga, pero los q si queremos dejadnos!!

https://t.co/8jza6fsh42",2021-10-16 11:36:49 UTC,Pixel_Esceptico
"rt @mippcivzla: la vacuna anti-sars-cov-2 permitiría generar inmunidad comunitaria. haciendo que la población disminuya probabilidades de contagio.
así la propagación del virus es muy baja.
#vacunarsedependedeti https://t.co/l0hxhfjrxz",2021-10-16 11:36:46 UTC,NazaretMendoza7
"rt @minsa_peru: 🔴 atención cremas | este sábado 16 y domingo 17 acude por tu vacuna contra la #covid19 al estadio lolo fernández de breña.

asiste con tu camiseta, tu dni y/o carné de vacunación. ¡vive la fiesta deportiva de la vacunación! 💪🏼⚽ https://t.co/wpvhg0ag4y",2021-10-16 11:36:46 UTC,ElDiarioCrema
"rt @albernap: italia 🇮🇹

hoy es la fecha límite para ponerse la vacuna en italia o no puedes trabajar y llevar el pan a tu casa. en respuesta, los italianos cortaron la cadena de suministro en muchos lugares.
 https://t.co/qp4odxvsne",2021-10-16 11:36:40 UTC,doctorbennell
rt @super_mich1: @medicoybioetica @jiminguez44 @luzbelindafe ¿y no cree usted que es un aberración y un insulto a la ciencia que sean los políticos quienes están coaccionando social y laboralmente a la gente a esta vacuna? aún demostrando con datos que esta provocando efectos secundarios muy graves incluso muertes. 🤦🏽‍♂️,2021-10-16 11:36:32 UTC,majegp
"rt @bacigalupe: sacarse la mascarilla ahora porque supuestamente la cuestión va mejor se basa supuestos erróneos, las medidas en septiembre comenzaron un giro en el nivel de contagios que no es bueno. estamos vacunando tercera dosis porque hay baja en la inmunidad y mucha gente aún no se vacuna.",2021-10-16 11:36:30 UTC,nelly_harijot
"rt @piacostar: el malabar mental y verbal que hacen algunos ""libertarios"" para cuestionar la prohibición de ingresar a un lugar sin vacuna. si todo lo ven ""atentado contra su libertad"", ahorita me salen con que el semáforo en rojo les restringe el libre tránsito 🙄.",2021-10-16 11:36:24 UTC,CuyaMariaElena
después de poner su penosa vacuna contra el covid a medio mundo... https://t.co/r4rj5e8dkh,2021-10-16 11:36:13 UTC,ForosTelecinco
"rt @12lupilla: @aaronsalomong ninguna vacuna previene contagios 🤦‍♀️ mejor dedicate a lo tuyo, aunque igual lo haces mal, xq solo eres un chacalito de los #fujiapristasnuncamas y parte de #prensabasura 🤷‍♂️🤣🤣🤣🤣🤣🤣🤣 https://t.co/r3wny5q2t7",2021-10-16 11:36:10 UTC,LOLITA00279197
"@n_trastamara entre inmunidad natural,sea la que sea, o vacuna experimental me quedo con la inmunidad.",2021-10-16 11:36:10 UTC,Antonio76732626
@dolomas para recibir la vacuna q después te impide entrar al mundo libre.....,2021-10-16 11:36:08 UTC,VICTORINAF1
"rt @rescate_sos: #abandonado 💔
bebe de dos meses, lo metieron en una bolsa y lo dejaron en una esquina. necesitamos ayuda para llevarlo a la veterinaria porque tiene una herida cerca al ojo y está inflado, debe pasar chequeo, desparasitacion, vacuna, alimento, cama, protectores.
#dona
#apadrina https://t.co/x8ex7qlenx",2021-10-16 11:36:07 UTC,LlVsquez
"@rdsomospueblo y para que no se pongan estúpidos los europeos y creo que los gringos tienen la tarjeta de vacuna en una app en su celular, por si acaso la pn se pone bruta",2021-10-16 11:36:06 UTC,wiliamlram
"@stratcons @liebano ¿exponerlos a una vacuna tempranamente puede afectarles?
me horroriza que ese sea el secretario de salud, ya sea porque es un mentiroso manifiesto o porque sea un incompetente.",2021-10-16 11:36:05 UTC,josepcobos
@hoydia como dice el dicho todos en la cama o todos en el suelo vacuna para todos es hora de respetar la ciencia entonces si te enfermas confías y pides ayuda a un doctor pero no le haces caso al doctor cuando te dice vacúnate porfavor a dejar de creer en estupideces si ala salud,2021-10-16 11:36:05 UTC,amigany
"rt @medica_lara: reforzamiento de la vacuna #abdala para los colaboradores del cdi calicanto.
#acubaponlecorazón
#héroesdelasalud
#cubacoopera
#cubaporlavida
@cubacooperaven
@minsapcuba
@japortalmiranda
@pardoregla
@unidad_central
@medica_lara https://t.co/hlmn5vxylr",2021-10-16 11:36:03 UTC,Lisnayhernande1
"rt @chemablancol: ayer 562 personas se pusieron la primera dosis de la vacuna en canarias. quedan 296.359 mayores de 12 años por vacunarse

entre los de 20 a 29 años el 38,44 no se ha puesto ninguna dosis, y el 42,87 está pendiente de la segunda

sanidad se plantea soluciones específicas",2021-10-16 11:36:03 UTC,AndreaDguezT
"rt @coyotexpres: muere de un fallo cardíaco diego, uno de los primeros niños inoculados con la “vacuna”:
https://t.co/iclttx0yhg",2021-10-16 11:36:01 UTC,cipollawasright
"la vacuna de moderna, fuera del alcance de los pobres - the new york times https://t.co/qbtyfocdbr",2021-10-16 11:35:58 UTC,GarroteJuan
rt @drtenz: que diferencia tener covid con y sin vacuna... sin vacuna : 12 dias de fiebre. 28 dias de sintomas.  2 meses de reposo.. con vacuna : cansancio. perdida de olfato. listo.. casi ni me doy cuenta. a seguirnos cuidando ! #medicosviadm #kaiser,2021-10-16 11:35:54 UTC,Joseespinoza77
"rt @anilem_4cuenta: a casi 2 años de la “farsa sanitaria” más grande de la historia, me atrevo a pensar mi teoría conspirativa.  creo q la vacuna sera la puerta para el “virus final” q eliminará determinadas personas por ejemplo mayores de 80, o esterilización masiva de paises pobres superpoblados.",2021-10-16 11:35:53 UTC,GonchiP1
