texto,fecha,usuario
"yo soy conspiranoica, calificada por varios, dolo busco información oficial y la comparto te preguntaste xq a  vos te vacunan x un virus q nadie logro secuenciar ni purificar ni aislar hasta la oms lo reconoce el pdf aquí https://t.co/rbzxuld1hc https://t.co/qegw18529p",2021-10-17 22:46:40 UTC,iliarist
"a dónde fue tu gloria, dónde se perdió.
dónde quedó la historia que prometió tu voz.
a dónde me arrastraste, qué virus te atacó para que tu veneno hoy me lo beba yo. https://t.co/idy4odqgf1",2021-10-17 22:42:46 UTC,Cinnenaniito
"los peronistas festejaron su día, bien a su manera, haciendo lo que mejor saben hacer: afanando. en este caso, las piedras que representaban los muertos por el virus chino.",2021-10-17 22:42:44 UTC,fern_andres1
"virus ""marburg""

la oms ya está anunciando la siguiente pandemia y están desarrollando la inyección y los pcr.

https://t.co/hm8icjto2e",2021-10-17 22:40:04 UTC,mrazquin2
"la profe: ""ustedes se preguntarán porqué este virus se asocia con enfermedad crónica.."".
no, no la verdad que no",2021-10-17 22:35:17 UTC,IngridWiest
"conozco gente que tenía 4 o 5 días de enfermedad, respiraba bien y les recetaron antibióticos. los antibióticos son para las bacterias, no para los virus. hay mucho pirata lucrando con esto. más de uno se habrá muerto de mala praxis.",2021-10-17 22:26:42 UTC,TuiteandoMeAndo
"que bronca el aforo hermano, la cancha tiene que estar al 100% me chupa la re poronga el virus que dejó de existir. es tan triste venir a la cancha así con menos capacidad",2021-10-17 22:24:57 UTC,thiagofranco677
cáncer de cuello uterino: essalud anuncia vacunación a niñas contra el vph https://t.co/gmiy1nwj6t,2021-10-17 22:23:26 UTC,diariocorreo
"@nicolemansillar yo me vacuné voy por mi tercera dosis , creo en la ciencia es más leí paper de europa para entender el comportamiento del virus. y aún así no me espanta que haya antivacunas. que lata que les reporten la cuenta! porque? porque no piensa como ustedes ?  ahora me van a hacer pija!",2021-10-17 22:23:19 UTC,supersonicwe
con suerte se autoeliminan entre ellos de covid vamos covid vos podes con este virus https://t.co/ewvkgyhigm,2021-10-17 22:21:46 UTC,claudiofontaa
niñas y adolescentes se podrán vacunar todos los domingos de octubre contra el virus del papiloma humano https://t.co/pewgdsednw,2021-10-17 22:15:45 UTC,elcomercio_peru
cáncer de cuello uterino: essalud desarrolla vacunación a niñas contra el virus del papiloma humano https://t.co/102l02ewlm,2021-10-17 22:12:08 UTC,diarioojo
"🔈🚨  essalud impulsa vacunación a niñas contra el virus del papiloma humano.
https://t.co/pynxzi40k3",2021-10-17 22:09:32 UTC,ExpresoPeru
@gubinellimauro virus hemorragico falta la segunda parte del teórico que habla de zika virus del oriente de tu vieja y de tu hermana y todo eso pero la vdd tampoco m importa bue,2021-10-17 22:09:00 UTC,_agustinagomez
"@guzstephanie la vacuna no evita que te contagies, solo que cuando tengas el virus no te dé feo",2021-10-17 22:05:06 UTC,nestorcorpustw
cáncer de cuello uterino: essalud anuncia vacunación a niñas contra el vph https://t.co/3qgu8gmboe,2021-10-17 22:04:14 UTC,diariocorreo
cáncer de cuello uterino: essalud desarrolla vacunación a niñas contra el virus del papiloma humano https://t.co/ghomi8evkq,2021-10-17 22:02:53 UTC,elbocononline
"al tiempo que el virus muta por demoras en la vacunación, se discuten patentes y se investigan nuevas vacunas, combinaciones y efectividad y tratamientos para el covid19. las vacunas salvan vidas. ¿lograremos inmunidad de rebaño para combatir al covid19 con este escenario?",2021-10-17 21:58:31 UTC,Ilehotschewer
cáncer de cuello uterino: essalud impulsa vacunación a niñas contra el virus del papiloma humano https://t.co/vvib394p9u,2021-10-17 21:57:01 UTC,tromepe
"@asatru_ario @fulano72031964 @alternachavez @parlanteurraca @tucandera9 @borthdiego tenía que estar 3 meses pero adivina que. 

llegó el covid al país y no podía darse el lujo de reunir a tanta gente con elecciones cuando no había vacunas y no se conocía nada del virus. 

hasta para ser llunku no servís

pelotudazo",2021-10-17 21:54:47 UTC,BohrtDiego
@mister__lemon o sea considerando que ahora existe la capacidad de producción las vacunas a virus inactivo no deberían usarse en la mayoría de la población.,2021-10-17 21:52:16 UTC,veltcardio
"@yosoy_laury @kicillofok @alferdez @cfkargentina buenísimo vacunan a un menor contra un virus que no le puede hace prácticamente nada, y le agradece al estado mientras la vacuna la pagamos todos los que trabajamos en el sector privado.",2021-10-17 21:49:20 UTC,Ivan_Niewia
"@paulantoine2021 es verdad, como que este virus nos dejó sin energía.🤦🏼‍♀️",2021-10-17 21:48:21 UTC,mimaconsu
"querido corona virus, la papuda esta dice que te la comes doblada y que la delta la tiene adentro que no te la bancas. https://t.co/qofvh7byzy",2021-10-17 21:46:37 UTC,tomasotero12
@mileioocc @sergiochouza el peronismo es el virus,2021-10-17 21:41:57 UTC,ignahhaguero
"así como le negaron el trabajo en el año 2010, a aquél que en la entrevista le preguntaron: como se ve dentro de diez años? y respondió: encerrado, sin trabajo, con miles de personas muriendo en todo el país por un virus ante la mirada cínica de gobernantes narco-comunistas. https://t.co/ikvhljzdal",2021-10-17 21:37:11 UTC,el_tecolotin
"@simmanzd así como le negaron el trabajo en el año 2010, a aquél que en la entrevista le preguntaron: como se ve dentro de diez años? y respondió: encerrado, sin trabajo, con miles de personas muriendo en todo el país por un virus ante la mirada cínica de gobernantes narco-comunistas.",2021-10-17 21:36:56 UTC,el_tecolotin
"este artículo está súper interesante. me quedo un montón con el cierre:

‘el futuro, dijo, “depende mucho mucho más de lo que hagan los humanos que de lo que haga el virus”’. https://t.co/yrruznbixh",2021-10-17 21:34:28 UTC,alersund
¿qué es el virus de la llamarada? | el siniestro origen del virus flare ... https://t.co/dguagdawb9 via @youtube,2021-10-17 21:31:04 UTC,CutuliFranco
"desafortunadamente, es probable que #covid esté aquí para quedarse. pero tenemos herramientas para protegernos y minimizar el daño causado por el virus. @ljr334 @drtomfrieden https://t.co/38uhmnesaw",2021-10-17 21:30:09 UTC,marylinvalenti5
"‘a fin de cuentas, conforme baje el ritmo de la evolución viral y nuestro sistema inmunitario se ponga al día, los científicos predicen que lograremos un equilibrio incómodo con el virus. nunca lo extinguiremos, pero despedirá humo más que flamas’.",2021-10-17 21:30:08 UTC,alersund
"¡houston, tenemos un problema! la oms confirma en un pdf que tampoco tienen secuenciado el virus https://t.co/gsszb2ku3s a través de @eldiestro_",2021-10-17 21:27:53 UTC,Laura_2888
"@daniwolv como mucho fuimos 50 personas, en aquel momento estábamos confinados!! el despliegue no tenía algún sentido, sabían que no seríamos más, estábamos todos fichados. la ley se aprobó sin que nadie lo supiese, se lo contaba a mis amigos abogados y alucinaban. estaban con el virus...",2021-10-17 21:27:25 UTC,launicornio74
le quise pasar el link de roja directa a mi papá y creo que toqué todos los virus posibles. si empiezo a twittear en otro idioma ya saben,2021-10-17 21:26:27 UTC,CamiiCorti
"‘aunque todavía hay muchas posibilidades, lo que sí sabemos es que el sars-cov-2 no dejará de evolucionar, por lo que la carrera armamentista que tenemos con el virus apenas comienza’. 🥲

https://t.co/3rzmx07mpp",2021-10-17 21:26:06 UTC,alersund
"#noticia | essalud inició campaña para vacunar a niñas contra el virus del papiloma humano

https://t.co/zcsg6jpnyi",2021-10-17 21:24:28 UTC,willaxtv
"@leomatosgalo92 @aamcaldeira @igortep @radioitatiaia @pinelfabio @ohenriqueandre @arcebispo13 po mano, protocolo de corona virus po",2021-10-17 21:06:37 UTC,11_vlcs
uff...pero aún hay quienes creen que todo es un montaje y que el virus no existe.....paciencia infinita🙄🇨🇱 https://t.co/c5oq6c52zx,2021-10-17 21:03:40 UTC,jenizaro11
@beatriztalegon el virus lo tiene chungo!!,2021-10-17 20:57:49 UTC,MarcEndibia
"@chuwaka111 @drenriqueparis @nataliaravanal1 @yuyuniznavas @rinconsalfate @ccradovic2012 @actualidadrt @meganoticiascl @el_ciudadano @ellongino @chileperiodista @periodistasiqq @gamba_cl  @_r3s1st3nc3_ 
pedir ministro @drenriqueparis publique base cientifica y documento cientifico de aislamiento y purificacion del virus",2021-10-17 20:57:37 UTC,ojos_aguila
"🔵@essaludperu inició una campaña de inmunización para vacunar a niñas de 9 a 13 años de edad contra el virus del papiloma humano.
#elinformativoxnacional 

https://t.co/a6fi6qy0zr",2021-10-17 20:54:01 UTC,RadioNacionalFM
"@drenriqueparis con que base cientifica afirma? muestre documento donde el virus esta aislado y purificado? antes de 24 horas o 20 del 2021 octubre lo emplazamos  presente y publique documento
@colmedchile @seremisalud_i @ispch @tribconst_chile @corteidh @ciper @nataliaravanal1 https://t.co/pp4wu2yguo",2021-10-17 20:52:37 UTC,ojos_aguila
"@biobio tenemos gobernando a uno de 70 años y tiene la cagá, lo único q ha hecho bien y con “ madurez” es hacer negocios para él y sus virus llamados hijos",2021-10-17 20:46:40 UTC,matthiue
"con el virus lograron engañar a un mundo desprevenido. ahora no les será tan fácil, con este argumento,  someter y esclavizar. https://t.co/pc8qopf57q",2021-10-17 20:46:28 UTC,JulioRazona
"📌 @essaludperu impulsa campaña para vacunar a niñas contra el virus del papiloma humano.

👉 https://t.co/x10dsqn84i https://t.co/nnwedmxmsr",2021-10-17 20:46:00 UTC,Agencia_Andina
"@quipupe en virus ha matado millones… la vacuna salva a miles de millones, definitivamente hay algo que no cuadra en los anti-vacunas, llamémoslos pro-virus o pro-enfermedades",2021-10-17 20:39:53 UTC,brunobertolotti
el verdadero virus y muchos mas… https://t.co/vll5cjkfu7,2021-10-17 20:36:05 UTC,AntiNOM_PY
@bastarevolution no hay ningún virus que se la lleve,2021-10-17 20:32:21 UTC,Albertobubi300
"@piciano71 @change569 @jmanalich 🤦🏼‍♀️ tengo una cuantos años como para saber diferenciar un resfrío de otra cosa y créeme, me ha dado n1h1, influenza,gripe y este virus es muy distinto. si quieres creer que es un resfrío ok, te deseo suerte tomando tapsin.",2021-10-17 20:29:16 UTC,karengtm
"oms
 confirma
en un pdf que no tiene secuenciado virus 
https://t.co/v9wssdb1pc
@yuyuniznavas @ciper @arroyomatteucc1 @ellongino @ccradovic2012 @nataliaravanal1 @corteidh @quinterosenador @actualidadrt @biobio @chileperiodista @periodistasiqq @jc_liendo",2021-10-17 20:19:57 UTC,ojos_aguila
"@mulder73 @fiero_hklg @elena1982colina @juancabrera23_ @fernand73305604 @biobio la vacuna no inmuniza permatenemente 🙄, solo te da una protección mas alta contra el virus. buen intento",2021-10-17 20:15:29 UTC,MrDoopliss
"@chrisbustc virus maligno, destructivo y nocivo para el país!!!",2021-10-17 20:13:38 UTC,AngelDemetrio1
el instituto de salud carlos iii pone en marcha una encuesta para encontrar los motivos que llevan a la gente a no ponerse la profilaxis contra el virus https://t.co/sxubkley4e,2021-10-17 20:13:11 UTC,lariojacom
"@untopo73 @fatima83253057 no van a estar todos encerrados hasta q se fulmine el virus, la mayoría de los q fueron ya tienen las 2 dosis",2021-10-17 20:12:45 UTC,aguudolceemelo
"ah bueno,  ahora no me siento tan mal , creo que es un virus que nos gorreen 🤣",2021-10-17 20:08:27 UTC,Ibiss_Rsso
essalud inicia campaña de vacunación a niñas de 9 a 13 años de edad contra el virus del papiloma humano (vph). https://t.co/em4nf1w3m4 https://t.co/sexe4alkcl,2021-10-17 20:04:17 UTC,prensaperupe
"según un abogado argentino, emitir certificados de defunción por #covid19 es delito.

🔬 dice que el virus no fue aislado y que solo las autopsias determinan causa de muerte. 

❌ es falso. y, de acuerdo con penalistas, la denuncia es improcedente #afp

➡️ https://t.co/jiqgy2wj6b https://t.co/vqdwd78hnt",2021-10-17 20:01:00 UTC,AfpFactual
@sietecase el problema fue que el virus mató solo a macristas y  opositores al gobierno.,2021-10-17 19:57:56 UTC,JakiE631
"@rocionieto_o ""durante la pandemia"", vos lo dijiste. por desgracia un virus no deja de intentar replicarse con un dnu.",2021-10-17 19:49:56 UTC,Hobby_Monga
"@aymebuitron @rparrawong disculpa pero ya no hay “efecto rebaño” en este virus debido a sus variantes, ya vino para quedarse, lo que si evitaremos muertes y formas grave de la enfermedad.",2021-10-17 19:40:09 UTC,Dr_Otorongo_
"@julianaoxenford imagina, trabajar 10 horas, con la musica del vecino a todo volumen (vende parlantes) en #mesaredonda con virus, estrés y gritar a la gente para que escuchen",2021-10-17 19:36:57 UTC,Estigia9
@p4r4n01c_2_0 como podes matar a un angel como virus? :c,2021-10-17 19:15:49 UTC,Kagurisu416
@freddyandres789 jajajaa pero este xerrista es bobo,2021-10-17 19:14:29 UTC,jose_virus
"@solchi1986 yo quiero escuchar una sola razón para usarlo. una sola.
coherente, por supuesto.
de alguien que sepa lo que es un virus respiratorio.",2021-10-17 19:14:23 UTC,lastolderias
@martinasisters eso intento y no solo por el virus.,2021-10-17 19:11:43 UTC,socjocrec
"casi dos años de la complicidad de políticos, periodistas y científicos por la estafa del virus altamente mortal y contagioso, del terrorismo mediático, de las medidas restrictivas y “vacunas” masivas bajo el pretexto covid. hay suficientes pruebas de este engaño global y local.",2021-10-17 19:09:29 UTC,jorgeadedo
"@bibianaviana virus diferente, pero misma solucion:
https://t.co/faaltdbvlm",2021-10-17 19:04:50 UTC,scgarcin
"@juliero02279354 ok,retuitea todo lo q quieras,deséame el mal q quieras, pero estoy tranquila xq a nivel mundial el número de fallecidos x covid ha descendido tanto q ya no es un problema,como lo explicas?el virus se cansó y se fue…ya,y x q retuiteas?la rpta es para mi o para toda tu fanaticada?",2021-10-17 19:03:45 UTC,CasanovaElva11
@martinasisters los diabeticos somos un bombon para el virus. 😓😓😓😓😓😓,2021-10-17 19:02:31 UTC,socjocrec
#viajes las medidas restrictivas y la necesidad de hacer cuarentena en el destino siguen produciendo molestias en los viajeros y de manera creciente. la mayoría considera que el cierre de fronteras no sirvió para contener el avance del virus. https://t.co/5sackaelwx,2021-10-17 19:00:01 UTC,Revista_Weekend
@marialuzborgess d todo menos el virus malu,2021-10-17 18:59:39 UTC,pablouria02
el peronismo no es un virus. es un cáncer terminal. https://t.co/bioeboxckd,2021-10-17 18:55:37 UTC,Ponocrates
"dirán que estoy en contra la salud de las personas 😂 😂 atento contra la misma 😂 😂 
https://t.co/gjazk7230a",2021-10-17 18:53:51 UTC,Javier7_8
